Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais;Inconsistente;Total
412120 Quitandinha;8;45;50;44;31;100;60;61;57;28;26;31;16;21;9;8;6;10;0;611
412125 Ramilândia;6;24;18;5;9;34;34;27;25;19;11;8;4;1;0;4;3;1;0;233
412130 Rancho Alegre;2;14;14;20;17;16;21;24;25;13;33;22;21;17;16;12;10;14;0;311
412135 Rancho Alegre D'Oeste;1;17;9;12;26;39;34;23;18;28;34;18;18;8;17;4;5;5;0;316
412140 Realeza;20;85;93;72;63;130;214;170;152;108;101;111;76;65;65;40;26;22;0;1.613
412150 Rebouças;1;17;16;21;14;24;30;36;30;17;15;14;14;18;11;7;7;4;0;296
412160 Renascença;8;20;26;26;19;27;40;46;41;27;37;34;14;11;17;19;8;5;0;425
412170 Reserva;10;53;52;38;47;81;66;88;63;52;45;33;39;27;22;11;9;11;0;747
412175 Reserva do Iguaçu;0;18;30;20;24;22;28;23;31;33;14;22;8;11;5;0;5;0;0;294
412180 Ribeirão Claro;24;104;62;90;113;137;149;124;121;101;77;77;57;31;22;29;14;20;0;1.352
412190 Ribeirão do Pinhal;14;40;45;36;43;61;72;68;65;44;55;64;47;55;46;28;35;41;0;859
412200 Rio Azul;8;24;23;17;24;45;38;43;31;27;14;21;20;18;8;6;1;1;0;369
412210 Rio Bom;5;10;10;7;13;13;9;6;6;9;12;10;5;4;5;9;3;9;0;145
412215 Rio Bonito do Iguaçu;1;7;6;4;4;10;12;19;12;3;6;4;5;2;1;1;1;0;0;98
412217 Rio Branco do Ivaí;2;7;8;4;4;6;3;4;8;6;5;3;0;0;0;0;0;1;0;61
412220 Rio Branco do Sul;71;306;335;273;286;379;421;455;401;340;291;224;159;96;42;25;19;19;0;4.142
412230 Rio Negro;37;207;218;223;237;279;334;406;388;306;248;275;189;144;147;108;69;81;0;3.896
412240 Rolândia;164;636;776;631;706;756;985;1.188;1.230;928;924;891;735;651;560;443;327;403;0;12.934
412250 Roncador;8;38;42;48;41;57;71;59;64;52;43;49;31;15;17;4;2;7;0;648
412260 Rondon;20;124;154;163;137;139;147;187;184;198;191;140;83;62;28;11;10;13;0;1.991
412265 Rosário do Ivaí;2;5;9;12;6;7;12;12;12;6;7;6;5;4;2;3;2;2;0;114
412270 Sabáudia;5;17;25;19;18;40;37;26;30;38;25;31;21;12;12;9;6;14;0;385
412280 Salgado Filho;3;12;9;0;5;14;13;12;11;5;6;4;5;3;2;1;1;0;0;106
412290 Salto do Itararé;0;3;1;1;4;5;6;5;1;0;3;5;5;4;6;1;0;0;0;50
412300 Salto do Lontra;10;62;58;51;41;95;129;96;91;39;47;44;30;23;12;9;8;5;0;850
412310 Santa Amélia;5;5;9;10;12;17;12;24;19;17;15;19;14;18;23;15;7;5;0;246
412320 Santa Cecília do Pavão;3;12;17;12;15;17;32;21;22;16;27;13;12;14;6;9;1;8;0;257
412330 Santa Cruz de Monte Castelo;4;46;27;39;29;41;65;47;54;34;37;34;40;29;22;20;11;16;0;595
412340 Santa Fé;15;104;111;102;86;105;132;179;175;144;104;149;137;108;79;48;46;61;0;1.885
412350 Santa Helena;28;139;90;73;77;142;207;183;167;128;120;118;73;67;53;42;26;25;0;1.758
412360 Santa Inês;2;21;26;18;21;21;31;27;30;29;27;27;28;17;19;19;6;8;0;377
412370 Santa Isabel do Ivaí;9;42;42;30;31;27;59;67;50;36;32;41;44;31;34;30;19;15;0;639
412380 Santa Izabel do Oeste;6;96;163;134;114;115;190;200;208;218;251;236;207;178;165;109;56;72;0;2.718
412382 Santa Lúcia;2;16;14;8;9;17;24;19;15;22;12;8;2;8;8;2;0;3;0;189
412385 Santa Maria do Oeste;3;18;15;20;14;19;17;25;19;11;10;12;5;6;2;2;6;0;0;204
412390 Santa Mariana;12;44;45;48;45;68;105;108;88;52;56;70;61;48;42;47;30;43;0;1.012
412395 Santa Mônica;9;17;21;11;8;9;17;23;31;19;9;14;9;4;6;6;3;1;0;217
412402 Santa Tereza do Oeste;33;130;103;60;72;110;137;160;116;82;79;69;50;34;19;25;10;17;0;1.306
412405 Santa Terezinha de Itaipu;38;160;186;152;141;198;272;299;255;193;146;176;115;95;57;33;22;40;0;2.578
412400 Santana do Itararé;1;3;7;1;3;7;9;5;5;8;5;3;2;3;5;0;0;3;0;70
412410 Santo Antônio da Platina;95;316;336;242;245;341;407;457;384;292;271;285;226;215;169;166;101;134;0;4.682
412420 Santo Antônio do Caiuá;0;10;4;5;7;13;17;10;13;8;8;10;4;6;1;0;1;6;0;123
412430 Santo Antônio do Paraíso;1;3;3;6;7;10;11;5;4;6;8;11;3;1;1;2;1;0;0;83
412440 Santo Antônio do Sudoeste;5;26;28;17;21;41;53;75;40;23;32;29;33;46;17;12;4;10;0;512
412450 Santo Inácio;4;48;46;28;38;52;71;80;69;80;65;56;35;31;21;22;17;17;0;780
412460 São Carlos do Ivaí;8;39;42;35;44;57;53;71;60;50;46;60;44;35;14;17;15;19;0;709
412470 São Jerônimo da Serra;11;18;22;18;10;27;40;38;31;22;13;21;24;11;18;9;7;23;0;363
412480 São João;32;129;81;67;53;102;188;176;130;67;84;84;65;53;42;30;11;11;0;1.405
412490 São João do Caiuá;3;27;37;38;28;34;54;43;48;47;31;26;26;20;11;11;13;9;0;506
412500 São João do Ivaí;21;49;63;40;54;86;98;95;79;67;58;58;50;46;37;28;25;16;0;970
412510 São João do Triunfo;0;18;13;10;10;21;24;25;22;23;9;20;14;6;11;16;5;0;0;247
412520 São Jorge d'Oeste;7;34;27;22;21;36;55;70;46;34;44;51;35;22;13;9;10;5;0;541
412530 São Jorge do Ivaí;12;78;96;85;83;106;153;131;126;127;126;154;103;81;72;67;61;53;0;1.714
412535 São Jorge do Patrocínio;1;2;5;6;7;2;6;5;7;6;4;3;5;0;2;4;2;0;0;67
412540 São José da Boa Vista;0;4;7;7;6;6;4;5;11;4;5;9;5;3;4;2;2;3;0;87
412545 São José das Palmeiras;18;44;44;46;33;53;67;53;56;25;30;18;13;5;5;2;2;0;0;514
412550 São José dos Pinhais;1.751;8.005;8.616;7.300;6.935;7.982;10.713;12.690;12.050;8.857;6.591;5.138;3.637;2.544;1.605;1.081;608;602;0;106.705
412555 São Manoel do Paraná;3;5;11;10;6;11;12;13;17;9;9;7;2;4;2;2;1;1;0;125
412560 São Mateus do Sul;77;362;459;485;452;445;464;634;629;578;413;369;249;224;183;102;65;65;0;6.255
412570 São Miguel do Iguaçu;94;253;239;167;148;332;402;410;346;239;169;161;132;96;80;70;31;57;0;3.426
412575 São Pedro do Iguaçu;15;77;89;85;86;114;120;105;110;89;70;48;40;35;24;20;14;13;0;1.154
412580 São Pedro do Ivaí;19;100;132;92;97;131;172;190;187;162;120;151;107;76;70;55;31;32;0;1.924
412590 São Pedro do Paraná;0;5;3;4;7;15;15;24;16;14;10;19;14;15;21;22;17;19;0;240
412600 São Sebastião da Amoreira;9;41;30;41;35;39;44;36;36;42;31;32;22;34;28;23;12;8;0;543
412610 São Tomé;8;88;67;63;50;69;90;87;79;72;68;57;30;17;16;6;3;8;0;878
412620 Sapopema;4;17;17;12;18;12;18;25;29;22;12;10;7;6;8;2;2;0;0;221
412625 Sarandi;321;1.383;1.291;913;923;1.447;1.895;1.880;1.617;1.222;1.004;825;569;390;262;208;122;124;0;16.396
412627 Saudade do Iguaçu;7;25;27;18;14;18;32;34;40;22;21;13;7;3;3;0;0;0;0;284
412630 Sengés;17;66;75;88;81;81;103;96;91;74;51;37;23;15;14;6;4;4;0;926
412635 Serranópolis do Iguaçu;5;28;30;26;13;42;46;46;40;35;34;32;20;15;15;26;12;9;0;474
412640 Sertaneja;5;41;41;32;31;33;40;56;43;32;33;40;42;36;38;33;24;23;0;623
412650 Sertanópolis;50;232;259;224;233;342;446;400;367;304;317;308;272;208;157;140;114;101;0;4.474
412660 Siqueira Campos;19;62;61;47;47;49;72;63;71;48;50;44;59;36;36;26;14;18;0;822
412665 Sulina;0;7;6;4;2;4;10;7;10;1;3;2;2;0;1;0;2;0;0;61
412667 Tamarana;24;74;72;55;41;94;107;111;98;65;50;66;32;20;17;14;10;16;0;966
412670 Tamboara;6;15;21;13;11;14;26;27;20;20;10;21;12;10;10;5;4;5;0;250
412680 Tapejara;20;283;313;310;285;285;349;381;356;353;314;261;153;71;32;12;11;13;0;3.802
412690 Tapira;8;21;18;19;17;39;45;37;24;25;22;15;13;10;12;5;3;4;0;337
412700 Teixeira Soares;2;8;15;20;13;21;34;28;15;18;25;14;16;21;13;11;5;6;0;285
412710 Telêmaco Borba;123;573;663;563;556;713;952;1.129;964;706;518;426;301;189;121;83;55;49;0;8.684
412720 Terra Boa;13;97;70;76;68;99;136;147;101;74;114;111;91;68;55;41;37;57;0;1.455
412730 Terra Rica;24;275;290;187;166;274;362;317;289;222;235;198;152;79;52;39;27;35;0;3.223
412740 Terra Roxa;15;81;74;59;61;97;105;120;108;92;83;78;86;69;64;39;37;28;0;1.296
412750 Tibagi;16;66;90;71;64;107;141;126;132;105;79;80;56;56;32;14;9;13;0;1.257
412760 Tijucas do Sul;18;76;70;44;61;112;123;121;82;66;42;34;35;25;17;12;13;7;0;958
412770 Toledo;762;3.518;3.726;3.334;3.743;4.004;5.235;5.564;4.997;4.083;3.981;3.615;2.441;1.729;1.260;839;656;779;0;54.266
412780 Tomazina;4;29;30;20;17;19;25;25;20;14;23;18;17;15;12;11;10;12;0;321
412785 Três Barras do Paraná;26;63;41;23;24;53;66;94;63;32;41;32;22;15;8;12;6;5;0;626
412788 Tunas do Paraná;1;10;10;11;6;5;6;21;14;4;7;3;6;3;2;1;0;0;0;110
412790 Tuneiras do Oeste;5;58;66;46;49;63;78;74;69;61;38;39;32;19;7;3;1;8;0;716
412795 Tupãssi;14;71;76;80;79;96;141;111;107;90;86;81;81;67;53;34;33;28;0;1.328
412796 Turvo;20;79;112;70;71;144;157;148;105;90;44;32;13;13;4;4;2;1;0;1.109
412800 Ubiratã;87;386;421;360;341;437;553;500;497;452;484;449;342;298;269;193;143;182;0;6.394
412810 Umuarama;201;880;952;761;766;975;1.322;1.486;1.334;1.044;899;867;814;694;544;399;283;337;0;14.558
412820 União da Vitória;97;367;340;272;325;478;613;629;680;495;415;413;308;297;224;159;138;172;0;6.422
412830 Uniflor;1;15;22;16;13;17;28;28;30;17;20;28;10;11;8;10;5;6;0;285
412840 Uraí;10;70;53;79;65;72;105;116;86;86;73;103;87;91;88;72;59;72;0;1.387
412853 Ventania;3;18;21;21;7;25;25;34;16;25;14;10;9;3;5;2;0;2;0;240
412855 Vera Cruz do Oeste;13;64;59;58;67;86;87;103;87;60;63;64;59;45;25;25;19;15;0;999
412860 Verê;10;28;25;11;14;23;61;44;33;29;9;15;18;10;6;4;1;0;0;341
412865 Virmond;1;4;4;6;6;7;6;11;6;7;7;4;2;3;1;3;0;0;0;78
412870 Vitorino;20;69;52;43;31;56;90;105;72;46;34;45;39;38;39;28;22;28;0;857
412850 Wenceslau Braz;8;65;77;57;69;80;93;93;107;77;82;102;54;64;38;38;13;23;0;1.140
412880 Xambrê;0;3;6;7;8;4;8;8;5;9;8;10;5;8;5;4;3;7;0;108
410000 Município ignorado - PR;0;0;4;29;41;37;29;54;128;129;126;126;83;51;39;16;14;19;0;925
420005 Abdon Batista;5;18;24;24;21;24;42;46;36;25;33;23;6;8;5;3;2;4;0;349
420010 Abelardo Luz;23;59;49;49;85;246;236;217;129;96;84;83;60;44;20;18;16;15;0;1.529
420020 Agrolândia;7;33;21;11;12;28;47;45;27;15;14;29;14;2;5;4;5;2;0;321
420030 Agronômica;7;24;21;6;12;32;36;54;26;14;11;10;20;17;9;2;8;7;0;316
420040 Água Doce;6;41;42;51;34;52;46;65;83;58;60;61;50;32;28;23;23;20;0;775
420050 Águas de Chapecó;3;14;32;22;22;58;99;89;59;39;27;17;13;12;1;1;1;1;0;510
420055 Águas Frias;0;15;15;3;5;27;29;27;12;10;14;10;2;0;0;0;0;0;0;169
420060 Águas Mornas;10;16;18;12;16;22;47;41;41;20;20;17;15;7;7;8;5;2;0;324
420070 Alfredo Wagner;2;11;14;9;7;22;29;25;29;13;7;16;16;14;5;6;4;5;0;234
420075 Alto Bela Vista;9;18;21;25;19;21;30;22;41;34;24;13;6;5;0;1;2;2;0;293
420080 Anchieta;3;8;12;6;5;15;28;17;22;12;10;11;7;3;4;1;1;1;0;166
420090 Angelina;2;6;5;7;12;20;21;15;13;5;11;18;23;13;9;5;7;4;0;196
420100 Anita Garibaldi;6;23;37;21;21;60;34;41;43;26;16;15;18;14;7;1;0;0;0;383
420110 Anitápolis;1;2;3;7;6;7;7;10;4;5;9;7;6;7;3;2;1;1;0;88
420120 Antônio Carlos;29;95;91;85;55;92;197;208;156;103;93;71;65;48;25;13;7;6;0;1.439
420125 Apiúna;8;48;27;26;31;56;84;83;72;51;44;42;55;21;29;19;4;12;0;712
420127 Arabutã;14;37;43;39;17;55;66;58;40;46;29;18;15;10;6;15;8;11;0;527
420130 Araquari;113;429;468;359;415;705;794;840;630;470;319;224;127;83;56;24;14;22;0;6.092
420140 Araranguá;168;503;495;419;373;504;763;933;832;575;488;425;374;263;173;111;84;79;0;7.562
420150 Armazém;12;41;34;23;15;64;69;75;65;38;28;41;24;18;15;6;7;9;0;584
420160 Arroio Trinta;8;32;34;30;39;47;47;63;62;53;41;49;27;38;17;10;7;5;0;609
420165 Arvoredo;1;1;1;1;2;7;5;6;1;0;0;2;2;0;0;0;0;2;0;31
420170 Ascurra;8;31;31;29;40;56;84;71;71;68;50;54;39;42;30;23;18;11;0;756
420180 Atalanta;1;8;7;4;5;9;13;11;10;5;4;7;11;7;2;3;0;1;0;108
420190 Aurora;5;22;7;7;8;26;41;32;27;15;11;17;5;7;2;2;0;0;0;234
420195 Balneário Arroio do Silva;11;61;44;46;27;42;74;90;78;49;42;47;38;49;31;23;10;14;0;776
420205 Balneário Barra do Sul;11;69;48;46;60;102;108;89;113;100;87;78;78;68;47;29;22;13;0;1.168
420200 Balneário Camboriú;402;1.648;1.796;1.462;1.454;2.103;3.150;3.544;3.586;2.656;2.059;2.178;2.201;2.282;1.861;1.401;916;1.069;0;35.768
420207 Balneário Gaivota;5;36;30;18;31;32;36;37;55;31;17;36;26;26;19;10;4;9;0;458
421280 Balneário Piçarras;52;191;194;153;152;223;337;323;345;232;168;156;156;145;100;83;43;48;0;3.101
420208 Bandeirante;1;4;2;0;3;22;15;10;9;5;2;5;7;1;0;0;1;0;0;87
420209 Barra Bonita;0;7;4;6;5;13;11;16;28;14;12;18;4;2;0;0;1;0;0;141
420210 Barra Velha;53;234;227;199;215;374;453;405;378;281;221;252;200;147;122;89;58;73;0;3.981
420213 Bela Vista do Toldo;3;11;3;1;5;17;25;19;7;5;7;3;1;0;2;3;1;4;0;117
420215 Belmonte;3;4;10;1;2;5;11;14;11;8;10;7;1;0;2;1;0;0;0;90
420220 Benedito Novo;8;65;67;75;97;141;146;180;203;139;181;170;174;134;102;75;46;57;0;2.060
420230 Biguaçu;131;556;554;382;434;743;1.142;1.226;1.048;684;575;473;348;230;163;110;90;101;0;8.990
420240 Blumenau;1.532;6.230;6.149;5.276;5.709;8.375;11.390;12.979;12.198;9.356;8.278;7.605;6.025;4.898;3.888;2.351;1.611;2.035;0;115.885
420243 Bocaina do Sul;3;15;11;16;10;18;22;15;15;14;15;12;5;3;6;1;0;0;0;181
420250 Bom Jardim da Serra;2;17;13;13;16;19;21;13;23;15;24;33;26;14;12;11;2;7;0;281
420253 Bom Jesus;1;6;7;7;5;12;15;11;8;9;5;5;3;0;3;2;0;0;0;99
420257 Bom Jesus do Oeste;0;3;2;1;0;13;7;4;4;1;1;2;1;0;1;0;0;0;0;40
420260 Bom Retiro;3;16;21;14;27;29;34;31;29;24;26;25;18;14;11;11;4;6;0;343
420245 Bombinhas;17;79;89;83;64;101;119;160;154;133;116;124;111;108;98;64;43;26;0;1.689
420270 Botuverá;6;32;25;13;6;29;43;39;38;24;20;33;14;13;6;3;2;4;0;350
420280 Braço do Norte;70;371;325;235;266;446;572;566;492;387;340;341;257;138;110;73;37;45;0;5.071
420285 Braço do Trombudo;3;10;5;6;3;8;22;18;10;6;8;7;3;5;1;1;1;2;0;119
420287 Brunópolis;0;2;2;2;2;27;12;13;7;3;1;0;2;2;0;1;1;0;0;77
420290 Brusque;424;1.770;1.799;1.438;948;1.530;2.353;2.911;2.725;2.019;1.833;1.673;1.455;1.125;867;528;336;409;0;26.143
420300 Caçador;209;853;869;842;878;1.002;1.228;1.338;1.376;1.144;1.038;994;678;577;395;312;201;239;0;14.173
420310 Caibi;0;7;12;18;11;23;28;27;23;24;16;20;17;11;8;5;4;2;0;256
420315 Calmon;1;5;6;5;4;7;9;7;8;7;4;5;2;3;0;3;2;0;0;78
420320 Camboriú;172;603;583;407;382;639;936;1.102;977;632;425;333;290;235;179;110;84;72;0;8.161
420330 Campo Alegre;21;54;43;42;47;82;91;125;87;68;49;49;44;44;24;24;10;6;0;910
420340 Campo Belo do Sul;6;29;33;22;47;72;68;68;61;49;47;33;31;27;27;15;9;13;0;657
420350 Campo Erê;9;27;35;15;24;32;42;57;49;32;36;21;24;21;16;8;8;10;0;466
420360 Campos Novos;73;363;350;295;410;640;691;600;554;419;341;319;252;168;127;87;41;58;0;5.788
420370 Canelinha;8;36;29;29;20;41;51;61;57;44;38;36;30;23;16;11;7;7;0;544
420380 Canoinhas;101;389;428;381;328;527;664;739;698;497;421;393;323;244;177;106;66;102;0;6.584
420325 Capão Alto;0;4;11;10;6;17;11;19;12;10;12;8;7;3;3;2;3;0;0;138
420390 Capinzal;108;518;642;729;617;505;666;804;943;877;759;524;229;108;72;43;35;33;0;8.212
420395 Capivari de Baixo;87;409;367;302;296;426;572;634;600;320;355;350;283;187;114;72;78;53;0;5.505
420400 Catanduvas;27;97;103;92;108;125;117;134;155;117;123;108;62;41;31;20;14;9;0;1.483
420410 Caxambu do Sul;2;11;12;11;17;55;54;34;33;23;20;11;6;5;3;3;0;0;0;300
420415 Celso Ramos;3;8;7;7;11;25;22;16;9;9;13;9;5;3;3;1;1;0;0;152
420417 Cerro Negro;0;5;2;2;7;7;11;5;3;2;6;4;2;0;0;1;0;0;0;57
420419 Chapadão do Lageado;0;4;3;2;3;5;5;6;7;1;2;0;0;1;0;0;0;0;0;39
420420 Chapecó;747;2.998;2.930;2.360;2.702;4.152;5.884;6.369;5.522;4.153;3.348;2.826;1.897;1.193;697;443;284;386;0;48.891
420425 Cocal do Sul;73;387;344;291;312;471;522;614;559;413;422;325;199;93;59;38;22;16;0;5.160
420430 Concórdia;449;1.717;1.797;1.498;1.581;2.013;2.565;2.890;2.694;2.150;1.963;1.845;1.314;896;674;543;411;524;0;27.524
420435 Cordilheira Alta;10;19;16;11;10;39;54;47;29;23;11;26;8;2;3;2;2;6;0;318
420440 Coronel Freitas;14;47;36;29;41;84;106;83;90;56;77;65;54;26;19;3;1;6;0;837
420445 Coronel Martins;1;3;2;2;5;10;6;7;8;8;7;2;0;0;0;0;0;0;0;61
420455 Correia Pinto;50;204;250;236;216;320;330;378;324;231;224;150;91;35;20;17;6;4;0;3.086
420450 Corupá;23;101;111;92;82;149;199;224;173;168;144;106;87;88;70;64;43;41;0;1.965
420460 Criciúma;999;4.039;3.782;2.838;2.960;4.050;5.826;6.589;5.870;3.895;3.604;3.594;2.972;2.160;1.372;870;595;714;0;56.729
420470 Cunha Porã;6;32;22;22;42;105;120;109;93;59;48;48;27;18;10;11;6;4;0;782
420475 Cunhataí;0;1;3;0;1;7;4;5;3;0;1;1;0;0;0;0;0;0;0;26
420480 Curitibanos;61;261;249;219;236;300;399;479;430;340;315;304;280;228;171;131;95;89;0;4.587
420490 Descanso;4;21;15;14;15;52;73;64;51;21;25;39;27;9;8;7;4;10;0;459
420500 Dionísio Cerqueira;12;53;43;40;32;59;75;77;89;61;48;43;53;38;23;16;13;3;0;778
420510 Dona Emma;0;4;3;4;5;10;18;13;13;5;2;4;8;5;4;2;0;4;0;104
420515 Doutor Pedrinho;0;10;6;7;6;19;21;13;20;19;22;16;14;13;8;5;8;4;0;211
420517 Entre Rios;0;2;2;3;4;9;6;4;5;7;3;3;1;1;0;1;0;0;0;51
420519 Ermo;2;10;13;17;13;2;11;18;17;23;16;13;12;4;2;1;0;1;0;175
420520 Erval Velho;5;18;17;21;16;24;39;45;33;23;26;16;19;6;5;4;6;5;0;328
420530 Faxinal dos Guedes;14;67;65;82;77;88;88;104;89;100;87;105;51;32;19;9;7;7;0;1.091
420535 Flor do Sertão;1;6;4;2;5;18;20;15;9;11;3;0;0;1;0;0;0;0;0;95
420540 Florianópolis;1.825;8.184;8.499;7.258;8.135;10.963;16.674;19.916;19.712;14.627;11.559;12.382;12.162;10.916;8.822;5.885;4.000;5.692;0;187.211
420543 Formosa do Sul;2;6;6;7;9;26;37;34;27;19;14;12;9;11;7;5;6;5;0;242
420545 Forquilhinha;93;371;368;282;173;279;508;560;453;332;324;274;189;71;38;12;15;24;0;4.366
420550 Fraiburgo;73;283;288;302;315;326;398;433;429;341;359;279;162;97;62;60;46;39;0;4.292
420555 Frei Rogério;0;2;2;2;3;5;11;3;3;2;1;1;0;0;0;1;2;1;0;39
420560 Galvão;2;9;7;12;8;16;12;21;15;10;7;7;6;6;1;1;2;2;0;144
420570 Garopaba;31;95;117;97;72;92;141;194;198;152;133;118;100;113;101;56;42;30;0;1.882
420580 Garuva;57;210;218;153;182;285;310;290;259;184;138;115;63;27;27;16;10;5;0;2.549
420590 Gaspar;237;928;893;748;767;1.221;1.654;1.756;1.640;1.163;1.098;1.109;994;714;472;347;229;252;0;16.222
420600 Governador Celso Ramos;32;92;83;62;67;127;188;196;154;97;90;92;66;55;37;22;17;12;0;1.489
420610 Grão Pará;11;29;37;16;20;31;59;76;43;32;55;54;21;10;11;10;5;7;0;527
420620 Gravatal;29;120;104;74;84;156;178;189;177;107;110;111;104;75;57;38;36;26;0;1.775
420630 Guabiruba;51;191;157;132;85;177;251;298;262;186;164;156;144;119;72;40;14;16;0;2.515
420640 Guaraciaba;6;17;19;11;10;43;46;53;36;29;26;23;23;19;3;6;2;5;0;377
420650 Guaramirim;109;676;786;631;591;832;1.079;1.175;1.153;823;651;453;261;149;105;67;45;42;0;9.628
420660 Guarujá do Sul;2;20;11;8;10;22;46;34;19;14;16;14;15;8;7;2;4;4;0;256
420665 Guatambú;15;49;27;40;38;114;130;121;66;56;51;39;18;7;1;0;0;0;0;772
420670 Herval d'Oeste;62;242;272;248;211;267;406;451;437;309;293;280;159;113;59;44;30;31;0;3.914
420675 Ibiam;1;2;6;3;9;8;7;7;5;10;10;8;4;5;9;3;0;1;0;98
420680 Ibicaré;10;23;24;34;33;35;33;42;47;41;47;42;32;15;9;8;4;2;0;481
420690 Ibirama;21;70;66;35;52;59;107;130;115;70;56;59;54;49;45;24;30;26;0;1.068
420700 Içara;207;781;628;420;449;695;1.078;1.138;893;573;600;560;404;269;164;106;64;51;0;9.080
420710 Ilhota;23;123;124;89;76;177;205;219;197;135;124;115;80;55;32;27;18;21;0;1.840
420720 Imaruí;4;17;11;4;10;20;30;36;24;14;23;14;16;8;6;9;4;6;0;256
420730 Imbituba;70;320;290;221;235;357;481;548;502;357;280;308;262;202;143;89;40;53;0;4.758
420740 Imbuia;1;10;6;6;2;8;16;12;17;3;13;2;12;1;0;2;4;0;0;115
420750 Indaial;200;871;884;793;826;1.176;1.504;1.684;1.550;1.228;1.097;973;708;591;401;245;173;188;0;15.092
420757 Iomerê;3;9;9;7;14;18;19;17;16;15;17;32;16;4;12;11;12;24;0;255
420760 Ipira;12;36;34;43;46;45;60;58;55;54;51;47;43;18;12;7;9;6;0;636
420765 Iporã do Oeste;8;15;15;10;9;24;38;46;33;19;20;22;14;13;6;2;3;2;0;299
420768 Ipuaçu;1;13;19;13;20;43;39;38;40;19;15;5;4;5;2;1;0;1;0;278
420770 Ipumirim;28;102;72;76;92;144;177;172;147;111;112;92;72;56;41;28;21;41;0;1.584
420775 Iraceminha;2;8;6;7;9;28;26;24;15;9;9;2;5;3;2;1;1;0;0;157
420780 Irani;27;118;136;129;138;180;170;201;163;138;83;102;37;24;22;18;7;11;0;1.704
420785 Irati;1;2;0;2;5;8;11;8;5;2;7;4;3;0;0;0;1;0;0;59
420790 Irineópolis;13;27;34;25;15;54;54;63;62;35;29;27;20;14;9;5;5;5;0;496
420800 Itá;20;81;86;71;85;83;122;126;131;106;105;101;84;50;33;27;16;19;0;1.346
420810 Itaiópolis;7;36;44;33;39;90;106;113;95;73;74;59;39;31;24;12;3;13;0;891
420820 Itajaí;904;3.813;3.925;3.171;3.257;5.107;6.686;7.308;6.585;4.515;3.506;3.199;2.578;1.885;1.417;868;620;836;0;60.180
420830 Itapema;137;489;498;391;411;573;794;1.039;1.000;683;620;591;608;614;506;277;174;173;0;9.578
420840 Itapiranga;48;185;153;121;124;248;264;345;299;234;219;166;102;55;39;23;10;8;0;2.643
420845 Itapoá;42;212;262;203;212;243;317;397;393;258;210;129;139;155;120;80;26;24;0;3.422
420850 Ituporanga;31;142;95;97;77;144;186;246;171;116;112;94;84;58;35;42;15;25;0;1.770
420860 Jaborá;4;36;20;17;27;25;44;41;35;31;42;32;25;23;17;20;10;20;0;469
420870 Jacinto Machado;6;28;21;26;16;35;51;62;50;31;31;31;20;10;16;9;7;3;0;453
420880 Jaguaruna;34;151;178;131;135;223;313;329;275;176;184;182;140;111;60;30;17;23;0;2.692
420890 Jaraguá do Sul;664;2.753;2.751;2.130;2.370;4.156;6.188;6.641;6.180;4.586;3.716;2.914;2.041;1.442;971;689;478;462;0;51.132
420895 Jardinópolis;2;6;6;3;10;18;8;13;10;9;11;6;1;0;0;1;0;0;0;104
420900 Joaçaba;96;381;353;323;270;486;651;775;697;557;453;462;381;281;226;150;120;109;0;6.771
420910 Joinville;2.928;12.774;14.357;12.574;13.240;17.169;22.152;24.392;23.789;18.477;15.784;12.556;8.365;6.041;3.866;2.344;1.628;1.845;0;214.281
420915 José Boiteux;0;5;5;2;4;5;7;13;12;11;4;8;5;3;1;1;3;0;0;89
420917 Jupiá;1;5;0;1;4;6;14;10;8;6;6;1;3;0;0;0;2;2;0;69
420920 Lacerdópolis;3;14;22;17;27;31;26;33;26;24;26;35;17;17;8;5;7;4;0;342
420930 Lages;337;1.606;1.768;1.607;1.667;2.580;2.699;3.030;2.714;2.186;1.747;1.653;1.400;1.059;834;619;441;515;2;28.464
420940 Laguna;102;520;582;526;558;695;858;846;880;653;593;657;659;566;443;358;247;299;0;10.042
420945 Lajeado Grande;0;3;0;1;3;7;18;11;5;4;3;2;1;1;2;1;0;0;0;62
420950 Laurentino;19;42;39;15;19;50;62;70;53;27;20;36;14;14;10;4;4;11;0;509
420960 Lauro Muller;24;97;74;60;61;105;167;176;153;81;113;104;82;28;21;21;16;16;0;1.399
420970 Lebon Régis;6;35;37;37;36;50;57;47;37;33;31;18;13;9;4;0;1;3;0;454
420980 Leoberto Leal;2;7;5;5;4;9;5;13;7;7;5;5;1;1;6;4;2;0;0;88
420985 Lindóia do Sul;16;34;28;27;24;44;50;52;42;48;40;42;30;25;21;24;20;27;0;594
420990 Lontras;17;56;26;18;19;44;65;79;60;35;20;20;23;20;12;8;2;1;0;525
421000 Luiz Alves;33;123;105;84;110;194;249;259;230;167;176;146;115;88;56;41;20;28;0;2.224
421003 Luzerna;12;71;46;46;58;78;112;135;98;84;75;85;59;49;30;16;12;15;0;1.081
